rundate,this_period,foreign_region,foreign_country,UK_airport,foreign_airport,total_pax_this_period,total_pax_scheduled_this_period,total_pax_charter_this_period,total_pax_last_period,total_pax_scheduled_last_period,total_pax_charter_last_period,total_pax_percent
17/03/2022 11:53,202201,WESTERN EUROPE-EU,AUSTRIA,MANCHESTER,SALZBURG,3380,2011,1369,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,AUSTRIA,MANCHESTER,VIENNA,630,630,0,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,AUSTRIA,NEWCASTLE,INNSBRUCK,997,997,0,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,AUSTRIA,SOUTHAMPTON,SALZBURG,98,98,0,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,BELGIUM,HEATHROW,BRUSSELS,14548,14548,0,5532,5532,0,162.979031
17/03/2022 11:53,202201,WESTERN EUROPE-EU,BELGIUM,BIRMINGHAM,BRUSSELS,280,280,0,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,BELGIUM,EDINBURGH,BRUSSELS,359,359,0,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,BELGIUM,EDINBURGH,CHARLEROI,1924,1924,0,275,275,0,599.636364
17/03/2022 11:53,202201,WESTERN EUROPE-EU,BELGIUM,HUMBERSIDE,OSTEND,0,0,0,93,0,93,-100
17/03/2022 11:53,202201,WESTERN EUROPE-EU,BELGIUM,MANCHESTER,BRUSSELS,4173,4173,0,1106,1106,0,277.305606
17/03/2022 11:53,202201,WESTERN EUROPE-EU,BELGIUM,MANCHESTER,CHARLEROI,3143,3143,0,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,CROATIA,HEATHROW,ZAGREB,3278,3278,0,821,821,0,299.269184
17/03/2022 11:53,202201,WESTERN EUROPE-EU,CROATIA,STANSTED,ZAGREB,4033,4033,0,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,CROATIA,MANCHESTER,ZAGREB,519,519,0,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,CYPRUS,GATWICK,LARNACA,1492,1492,0,422,422,0,253.554502
17/03/2022 11:53,202201,WESTERN EUROPE-EU,CYPRUS,GATWICK,PAPHOS,2811,2811,0,172,172,0,1534.302326
17/03/2022 11:53,202201,WESTERN EUROPE-EU,CYPRUS,HEATHROW,LARNACA,13027,13027,0,3071,3071,0,324.194074
17/03/2022 11:53,202201,WESTERN EUROPE-EU,CYPRUS,LUTON,LARNACA,5315,5315,0,279,279,0,1805.017921
17/03/2022 11:53,202201,WESTERN EUROPE-EU,CYPRUS,LUTON,PAPHOS,325,325,0,89,89,0,265.168539
17/03/2022 11:53,202201,WESTERN EUROPE-EU,CYPRUS,STANSTED,PAPHOS,5898,5898,0,691,691,0,753.545586
17/03/2022 11:53,202201,WESTERN EUROPE-EU,CYPRUS,BIGGIN HILL,LARNACA,14,0,14,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,CYPRUS,BIRMINGHAM,PAPHOS,459,459,0,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,CYPRUS,BRISTOL,LARNACA,708,708,0,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,CYPRUS,BRISTOL,PAPHOS,632,632,0,93,93,0,579.569892
17/03/2022 11:53,202201,WESTERN EUROPE-EU,CYPRUS,DONCASTER SHEFFIELD,LARNACA,759,759,0,159,159,0,377.358491
17/03/2022 11:53,202201,WESTERN EUROPE-EU,CYPRUS,EDINBURGH,PAPHOS,1107,1107,0,250,250,0,342.8
17/03/2022 11:53,202201,WESTERN EUROPE-EU,CYPRUS,LIVERPOOL (JOHN LENNON),PAPHOS,0,0,0,326,326,0,-100
17/03/2022 11:53,202201,WESTERN EUROPE-EU,CYPRUS,MANCHESTER,PAPHOS,4597,4597,0,398,398,0,1055.025126
17/03/2022 11:53,202201,WESTERN EUROPE-EU,DENMARK,GATWICK,COPENHAGEN,8094,8094,0,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,DENMARK,HEATHROW,COPENHAGEN,19511,19511,0,3960,3960,0,392.70202
17/03/2022 11:53,202201,WESTERN EUROPE-EU,DENMARK,STANSTED,AALBORG,445,445,0,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,DENMARK,STANSTED,AARHUS (TIRSTRUP),1748,1748,0,196,196,0,791.836735
17/03/2022 11:53,202201,WESTERN EUROPE-EU,DENMARK,STANSTED,BILLUND,4484,4484,0,215,215,0,1985.581395
17/03/2022 11:53,202201,WESTERN EUROPE-EU,DENMARK,STANSTED,COPENHAGEN,9164,9164,0,1109,1069,40,726.330027
17/03/2022 11:53,202201,WESTERN EUROPE-EU,DENMARK,ABERDEEN,ESBJERG,264,264,0,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,DENMARK,BIRMINGHAM,COPENHAGEN,0,0,0,28,28,0,-100
17/03/2022 11:53,202201,WESTERN EUROPE-EU,DENMARK,EDINBURGH,BILLUND,200,200,0,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,DENMARK,EDINBURGH,COPENHAGEN,3023,3023,0,243,243,0,1144.032922
17/03/2022 11:53,202201,WESTERN EUROPE-EU,DENMARK,HUMBERSIDE,BILLUND,0,0,0,47,0,47,-100
17/03/2022 11:53,202201,WESTERN EUROPE-EU,DENMARK,LIVERPOOL (JOHN LENNON),COPENHAGEN,160,160,0,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,DENMARK,MANCHESTER,BILLUND,333,333,0,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,DENMARK,MANCHESTER,COPENHAGEN,7793,7793,0,796,796,0,879.020101
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FINLAND,GATWICK,ENONTEKIO,551,0,551,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FINLAND,GATWICK,HELSINKI,1547,1547,0,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FINLAND,GATWICK,KITTILA,2782,0,2782,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FINLAND,GATWICK,KUUSAMO,1371,0,1371,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FINLAND,GATWICK,ROVANIEMI,2922,2587,335,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FINLAND,HEATHROW,HELSINKI,16457,16457,0,2923,2923,0,463.017448
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FINLAND,STANSTED,HELSINKI,3632,3632,0,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FINLAND,STANSTED,TAMPERE,424,424,0,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FINLAND,BIRMINGHAM,ENONTEKIO,385,0,385,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FINLAND,BRISTOL,KITTILA,460,7,453,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FINLAND,CARDIFF WALES,ENONTEKIO,193,0,193,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FINLAND,EDINBURGH,HELSINKI,1336,1336,0,332,332,0,302.409639
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FINLAND,EXETER,ENONTEKIO,125,0,125,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FINLAND,HUMBERSIDE,ENONTEKIO,248,0,248,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FINLAND,JERSEY,ENONTEKIO,35,0,35,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FINLAND,MANCHESTER,ENONTEKIO,258,0,258,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FINLAND,MANCHESTER,HELSINKI,3348,3348,0,333,333,0,905.405405
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FINLAND,MANCHESTER,KITTILA,1742,0,1742,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FINLAND,MANCHESTER,KUUSAMO,1372,0,1372,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FINLAND,NEWCASTLE,ENONTEKIO,111,0,111,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FRANCE,GATWICK,BORDEAUX,1925,1925,0,259,259,0,643.243243
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FRANCE,GATWICK,CHAMBERY,2076,0,2076,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FRANCE,GATWICK,GRENOBLE,2970,447,2523,85,85,0,3394.117647
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FRANCE,GATWICK,LYON,5694,2978,2716,407,407,0,1299.017199
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FRANCE,GATWICK,MARSEILLE,569,569,0,261,261,0,118.007663
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FRANCE,GATWICK,MONTPELLIER,541,541,0,315,315,0,71.746032
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FRANCE,GATWICK,NANTES,1603,1603,0,316,316,0,407.278481
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FRANCE,GATWICK,NICE,3082,3004,78,853,849,4,261.313013
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FRANCE,GATWICK,PARIS (CHARLES DE GAULLE),3202,3202,0,996,996,0,221.485944
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FRANCE,GATWICK,PARIS (ORLY),344,344,0,351,351,0,-1.994302
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FRANCE,GATWICK,TOULOUSE (BLAGNAC),2210,1503,707,431,431,0,412.761021
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FRANCE,HEATHROW,BORDEAUX,357,357,0,732,732,0,-51.229508
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FRANCE,HEATHROW,GRENOBLE,2268,1204,1064,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FRANCE,HEATHROW,LYON,5032,4521,511,1220,1220,0,312.459016
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FRANCE,HEATHROW,MARSEILLE,2018,2018,0,908,908,0,122.246696
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FRANCE,HEATHROW,NICE,12820,12820,0,4111,4111,0,211.846266
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FRANCE,HEATHROW,PARIS (CHARLES DE GAULLE),32426,32260,166,18989,18989,0,70.76202
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FRANCE,HEATHROW,TOULOUSE (BLAGNAC),2881,2881,0,999,999,0,188.388388
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FRANCE,LUTON,BEZIERS,347,347,0,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FRANCE,LUTON,BORDEAUX,48,48,0,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FRANCE,LUTON,GRENOBLE,581,581,0,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FRANCE,LUTON,LYON,975,975,0,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FRANCE,LUTON,NICE,110,110,0,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FRANCE,LUTON,PARIS (CHARLES DE GAULLE),1881,1881,0,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FRANCE,STANSTED,BERGERAC,311,311,0,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FRANCE,STANSTED,BIARRITZ,1512,1512,0,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FRANCE,STANSTED,BORDEAUX,2259,2259,0,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FRANCE,STANSTED,CARCASSONNE,295,295,0,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FRANCE,STANSTED,CHAMBERY,595,452,143,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FRANCE,STANSTED,DOLE,39,39,0,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FRANCE,STANSTED,GRENOBLE,2316,2316,0,103,103,0,2148.543689
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FRANCE,STANSTED,LA ROCHELLE,211,211,0,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FRANCE,STANSTED,LIMOGES,1606,1606,0,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FRANCE,STANSTED,MARSEILLE,2745,2745,0,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FRANCE,STANSTED,NANTES,2090,2090,0,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FRANCE,STANSTED,NICE,324,324,0,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FRANCE,STANSTED,POITIERS,213,213,0,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FRANCE,STANSTED,TARBES-LOURDES INTERNATIONAL,279,279,0,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FRANCE,STANSTED,TOULOUSE (BLAGNAC),2279,2279,0,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FRANCE,STANSTED,TOURS,160,160,0,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FRANCE,BELFAST INTERNATIONAL,CLERMONT FERRAND,82,0,82,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FRANCE,BELFAST INTERNATIONAL,LYON,29,29,0,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FRANCE,BELFAST INTERNATIONAL,PARIS (CHARLES DE GAULLE),192,192,0,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FRANCE,BELFAST INTERNATIONAL,PARIS (ORLY),119,119,0,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FRANCE,BIGGIN HILL,CHAMBERY,23,0,23,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FRANCE,BIGGIN HILL,NICE,8,0,8,3,0,3,166.666667
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FRANCE,BIRMINGHAM,CHAMBERY,402,129,273,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FRANCE,BIRMINGHAM,GRENOBLE,978,978,0,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FRANCE,BIRMINGHAM,LYON,594,0,594,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FRANCE,BIRMINGHAM,MARSEILLE,50,0,50,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FRANCE,BIRMINGHAM,PARIS (CHARLES DE GAULLE),4187,4187,0,479,479,0,774.112735
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FRANCE,BIRMINGHAM,PARIS (ORLY),545,545,0,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FRANCE,BIRMINGHAM,TOULON / HYERES,41,0,41,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FRANCE,BIRMINGHAM,TOULOUSE (BLAGNAC),462,0,462,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FRANCE,BRISTOL,CHAMBERY,174,174,0,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FRANCE,BRISTOL,GRENOBLE,1333,1333,0,60,60,0,2121.666667
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FRANCE,BRISTOL,LA ROCHELLE,97,0,97,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FRANCE,BRISTOL,LYON,859,417,442,87,87,0,887.356322
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FRANCE,BRISTOL,NICE,164,164,0,73,73,0,124.657534
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FRANCE,BRISTOL,PARIS (CHARLES DE GAULLE),1416,1416,0,245,245,0,477.959184
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FRANCE,BRISTOL,PARIS (LE BOURGET),42,0,42,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FRANCE,BRISTOL,PARIS (ORLY),534,534,0,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FRANCE,BRISTOL,PERPIGNAN,78,0,78,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FRANCE,BRISTOL,TOULOUSE (BLAGNAC),289,289,0,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FRANCE,CARDIFF WALES,BORDEAUX,86,0,86,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FRANCE,CARDIFF WALES,PARIS (LE BOURGET),82,0,82,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FRANCE,CARDIFF WALES,PARIS (ORLY),184,184,0,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FRANCE,EAST MIDLANDS INTERNATIONAL,CHAMBERY,127,0,127,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FRANCE,EAST MIDLANDS INTERNATIONAL,LIMOGES,140,140,0,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FRANCE,EAST MIDLANDS INTERNATIONAL,LYON,286,0,286,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FRANCE,EDINBURGH,BEAUVAIS,200,200,0,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FRANCE,EDINBURGH,BRIVE-LA-GAILLARDE,92,0,92,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FRANCE,EDINBURGH,CHAMBERY,162,0,162,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FRANCE,EDINBURGH,GRENOBLE,21,21,0,64,64,0,-67.1875
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FRANCE,EDINBURGH,LYON,425,93,332,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FRANCE,EDINBURGH,MARSEILLE,377,377,0,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FRANCE,EDINBURGH,NANTES,256,256,0,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FRANCE,EDINBURGH,PARIS (CHARLES DE GAULLE),3321,3321,0,1889,1889,0,75.807305
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FRANCE,EDINBURGH,PARIS (ORLY),565,565,0,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FRANCE,EDINBURGH,TOULOUSE (BLAGNAC),987,987,0,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FRANCE,EXETER,CHAMBERY,145,0,145,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FRANCE,EXETER,LYON,154,0,154,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FRANCE,EXETER,MONTPELLIER,82,0,82,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FRANCE,GLASGOW,CHAMBERY,103,0,103,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FRANCE,GLASGOW,LA ROCHELLE,90,0,90,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FRANCE,GLASGOW,LYON,238,0,238,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FRANCE,GLASGOW,PARIS (CHARLES DE GAULLE),228,228,0,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FRANCE,GLASGOW,PARIS (ORLY),476,476,0,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FRANCE,GUERNSEY,GRENOBLE,132,132,0,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FRANCE,JERSEY,RENNES,263,0,263,147,0,147,78.911565
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FRANCE,LEEDS BRADFORD,CHAMBERY,423,423,0,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FRANCE,LIVERPOOL (JOHN LENNON),BEAUVAIS,79,79,0,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FRANCE,LIVERPOOL (JOHN LENNON),GRENOBLE,28,28,0,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FRANCE,MANCHESTER,BEAUVAIS,1319,1319,0,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FRANCE,MANCHESTER,BORDEAUX,356,356,0,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FRANCE,MANCHESTER,CARCASSONNE,228,228,0,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FRANCE,MANCHESTER,CHAMBERY,1521,515,1006,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FRANCE,MANCHESTER,CLERMONT FERRAND,94,94,0,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FRANCE,MANCHESTER,GRENOBLE,960,960,0,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FRANCE,MANCHESTER,LIMOGES,248,248,0,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FRANCE,MANCHESTER,LYON,1842,1322,520,133,133,0,1284.962406
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FRANCE,MANCHESTER,MARSEILLE,381,381,0,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FRANCE,MANCHESTER,NANTES,372,372,0,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FRANCE,MANCHESTER,PARIS (CHARLES DE GAULLE),8980,8980,0,5397,5397,0,66.388734
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FRANCE,MANCHESTER,TOULOUSE (BLAGNAC),541,0,541,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FRANCE,NEWCASTLE,GRENOBLE,340,340,0,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FRANCE,NEWCASTLE,PARIS (CHARLES DE GAULLE),1886,1886,0,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,FRANCE,NEWCASTLE,PARIS (ORLY),236,236,0,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,GERMANY,GATWICK,BERLIN BRANDENBURG,3184,3184,0,747,747,0,326.238286
17/03/2022 11:53,202201,WESTERN EUROPE-EU,GERMANY,GATWICK,DUSSELDORF,95,0,95,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,GERMANY,GATWICK,FRIEDRICHSHAFEN,129,129,0,0,0,0,0
17/03/2022 11:53,202201,WESTERN EUROPE-EU,GERMANY,GATWICK,HAMBURG,614,452,162,158,158,0,288.607595
17/03/2022 11:53,202201,WESTERN EUROPE-EU,GERMANY,GATWICK,MUNICH,941,763,178,281,281,0,234.875445
17/03/2022 11:53,202201,WESTERN EUROPE-EU,GERMANY,HEATHROW,BERLIN BRANDENBURG,14018,14018,0,3160,3160,0,343.607595
17/03/2022 11:53,202201,WESTERN EUROPE-EU,GERMANY,HEATHROW,COLOGNE BONN,231,231,0,0,0,0,0
